@relation employee.data
@attribute ID numeric
@attribute Gender {m,f}
@attribute Age {26-33,18-25,34-41,50yearsabove,42-49}
@attribute EducationBackground {bachelor,diploma,master,undergraduate}
@attribute Language {1,2,3,4,5}
@attribute marriage {single,married,divorced}
@attribute PartnerWorking {no,yes}
@attribute Numberofchildren numeric
@attribute AvgAgeoftheirchildren numeric
@attribute Resident {local,not-local}
@attribute Jobtime {ft,pt}
@attribute Hoursofwork numeric
@attribute Salary numeric
@attribute Yearsofservice {0,1,2,3}
@attribute Socialassurance {yes,no}
@attribute Position {leademp,regularemp,manager,supervisor}
@attribute Department {customerservice,others,marketing,humanresource,sales,financial,IT,inventory,preprocessing,Accounting,rawmaterialswarehouse,manufacturing,management,finishing,finishedgoodswarehouse,corporateservices,corporate,assembly,services,marketingmanagement,manufacturingmanagement}
@attribute Computerskills {good,excellent,none}
@attribute Jobsecurity {good,excellent,bad}
@attribute Smoking {yes,no}
@attribute Transportation {yes,no}
@attribute Vacationdays numeric
@attribute Nationality {iraqi,others,kurdish}
@attribute Employmenttype {permanent,fixedtermcontract,temporary}
@attribute No.ofactivities numeric
@attribute No.ofpenalties numeric
@attribute TermReason {none,WorkRuleViolation,AcceptedNewJob,PoorJobfit,PoorPerformance,JobAbandonment,PoorAttendance,medical-Non-JobRelated,Retirement-Normal,JobDissatisfaction,CareerChange,Retirement-Early,Pay,Violence-Threat/Act,medical-JobRelated,ResignedinlieuofTerm,ResignedinLieuofTermination,PersonalReasons,Deceased,WorkConditions/Requirement,EmployeeRelocation,failedDrug/AlcoholScreen}
@attribute Riseinincomereceived {yes,no}
@attribute Employeedisciplined {no,yes}
@attribute Recommendationforpromotion {yes,no}

@data
81,m,26-33,undergraduate,2,married,no,1,3,local,ft,8,2,2,yes,regularemp,sales,good,good,no,yes,4,iraqi,temporary,15,0,none,no,no,yes
285,m,42-49,bachelor,1,single,no,0,0,local,ft,8,2,1,no,supervisor,services,good,good,no,yes,4,iraqi,permanent,5,0,none,no,yes,yes
63,m,26-33,undergraduate,1,married,no,0,0,local,ft,8,3,2,no,regularemp,others,none,excellent,yes,yes,4,iraqi,permanent,1,0,none,yes,yes,yes
31,m,26-33,diploma,2,married,no,1.62465,2388.789916,local,pt,6,2,1,yes,regularemp,sales,none,excellent,no,yes,4,iraqi,fixedtermcontract,2,0,none,yes,yes,yes
12,m,26-33,undergraduate,3,married,no,0,0,local,ft,9,2,3,yes,supervisor,sales,good,good,yes,yes,4,iraqi,permanent,15,0,none,yes,no,yes
260,m,50yearsabove,bachelor,2,married,yes,5,26,local,ft,8,2,1,yes,leademp,marketing,none,good,no,yes,4,iraqi,permanent,5,0,none,no,yes,yes
265,m,26-33,undergraduate,1,married,yes,2,7,local,ft,8,2,1,yes,supervisor,marketing,good,good,no,yes,4,iraqi,permanent,4,0,none,no,yes,yes
295,f,26-33,bachelor,3,single,no,0,0,local,ft,9,2,1,yes,regularemp,finishedgoodswarehouse,excellent,good,no,yes,2,iraqi,temporary,1,0,none,no,yes,yes
333,f,26-33,master,1,married,yes,1,5,local,ft,8,11,2,yes,supervisor,inventory,excellent,good,no,yes,2,iraqi,permanent,7,0,none,no,yes,yes
91,f,26-33,bachelor,3,single,no,0,0,local,ft,8,2,2,yes,regularemp,others,good,good,no,no,4,iraqi,permanent,15,0,none,yes,yes,yes
263,f,34-41,bachelor,3,single,no,0,0,local,ft,8,3,0,yes,regularemp,marketing,good,excellent,no,yes,4,iraqi,permanent,5,0,none,yes,yes,yes
276,m,42-49,bachelor,2,single,no,0,0,local,ft,8,2,1,yes,supervisor,manufacturingmanagement,good,good,no,yes,2,iraqi,permanent,1,0,none,yes,yes,yes
331,f,42-49,bachelor,1,married,yes,4,21,local,ft,8,2,1,yes,leademp,inventory,good,good,no,yes,4,iraqi,permanent,4,0,none,no,yes,yes
307,m,34-41,bachelor,2,married,yes,3,9,local,ft,9,2,3,yes,regularemp,finishedgoodswarehouse,good,good,no,no,4,iraqi,temporary,1,0,none,yes,yes,yes
295,f,26-33,bachelor,3,single,no,0,0,local,ft,9,2,1,yes,regularemp,finishedgoodswarehouse,excellent,good,no,yes,2,iraqi,temporary,1,0,none,no,yes,yes
272,m,50yearsabove,bachelor,3,married,yes,5,12,local,ft,8,2,1,yes,leademp,marketing,excellent,excellent,no,yes,4,iraqi,permanent,7,0,none,no,yes,yes
291,m,42-49,bachelor,3,married,yes,6,17,not-local,ft,8,2,1,yes,regularemp,finishedgoodswarehouse,excellent,good,yes,yes,4,iraqi,fixedtermcontract,5,0,none,no,yes,yes
243,m,34-41,bachelor,1,single,no,0,0,not-local,ft,8,2,1,yes,regularemp,preprocessing,good,excellent,no,yes,1,iraqi,permanent,3,0,none,no,yes,yes
311,f,26-33,undergraduate,2,single,no,0,0,local,ft,9,2,2,no,manager,finishedgoodswarehouse,good,good,no,yes,4,iraqi,permanent,6,0,none,yes,yes,yes
282,m,42-49,bachelor,3,married,yes,3,19,local,ft,8,2,2,yes,leademp,IT,none,good,no,yes,2,iraqi,fixedtermcontract,2,0,none,yes,yes,yes
89,f,26-33,bachelor,3,married,yes,1,0,local,ft,8,3,1,yes,regularemp,sales,good,excellent,no,yes,4,iraqi,permanent,15,0,none,yes,yes,yes
292,m,26-33,undergraduate,3,single,no,0,0,local,ft,8,2,3,yes,leademp,finishedgoodswarehouse,none,good,no,yes,4,iraqi,permanent,3,0,none,no,yes,yes
40,f,26-33,bachelor,2,married,yes,0,0,local,ft,8,2,1,no,leademp,humanresource,good,good,no,no,4,iraqi,permanent,2,0,none,yes,no,yes
231,m,34-41,bachelor,3,single,yes,0,0,not-local,ft,8,2,1,yes,regularemp,rawmaterialswarehouse,excellent,good,no,yes,2,iraqi,fixedtermcontract,5,0,none,no,yes,yes
287,m,34-41,diploma,3,single,no,0,0,local,ft,8,2,1,yes,supervisor,finishing,good,good,no,yes,4,iraqi,temporary,4,0,none,no,yes,yes
234,m,34-41,bachelor,2,single,yes,0,0,local,ft,8,2,0,yes,leademp,rawmaterialswarehouse,good,good,no,no,4,iraqi,permanent,15,0,none,yes,yes,yes
57,m,42-49,undergraduate,2,married,no,3,22,local,ft,8,2,2,yes,regularemp,humanresource,good,good,no,yes,4,iraqi,permanent,15,0,none,yes,yes,yes
249,f,34-41,bachelor,2,married,yes,3,12,local,ft,8,2,0,yes,leademp,preprocessing,excellent,good,no,yes,2,iraqi,permanent,3,0,none,yes,yes,yes
302,f,18-25,undergraduate,2,married,yes,1,3,local,ft,9,2,0,yes,regularemp,finishedgoodswarehouse,good,good,yes,yes,4,iraqi,permanent,2,0,none,no,yes,yes
354,f,34-41,bachelor,2,married,no,3,7,local,ft,8,2,1,yes,regularemp,humanresource,good,good,no,yes,2,iraqi,permanent,5,0,none,yes,yes,yes
38,m,34-41,bachelor,4,married,no,4,5,local,ft,8,4,2,no,manager,others,excellent,excellent,no,yes,4,iraqi,permanent,4,0,none,yes,yes,yes
106,m,26-33,bachelor,1,single,no,0,0,local,ft,9,2,1,yes,leademp,inventory,good,excellent,no,no,4,iraqi,permanent,3,0,none,yes,yes,yes
353,m,26-33,bachelor,3,married,yes,2,5,local,ft,8,2,1,yes,manager,customerservice,excellent,excellent,no,yes,4,iraqi,temporary,4,0,none,yes,yes,yes
298,m,34-41,undergraduate,3,single,no,0,0,local,ft,9,2,0,no,manager,finishedgoodswarehouse,excellent,excellent,no,yes,4,iraqi,fixedtermcontract,3,0,none,no,yes,yes
272,m,50yearsabove,bachelor,3,married,yes,5,12,local,ft,8,2,1,yes,leademp,marketing,excellent,excellent,no,yes,4,iraqi,permanent,7,0,none,no,yes,yes
362,m,34-41,diploma,4,married,no,2,12,local,ft,9,2,2,yes,leademp,Accounting,excellent,good,no,yes,4,iraqi,permanent,7,0,none,no,yes,yes
95,f,26-33,diploma,1,married,yes,0,0,local,ft,8,2,2,yes,leademp,marketing,good,good,no,yes,2,iraqi,permanent,5,0,none,yes,yes,yes
42,m,26-33,bachelor,3,single,no,0,0,local,ft,8,2,3,yes,supervisor,others,good,good,no,no,4,iraqi,permanent,15,0,none,yes,yes,yes
137,f,26-33,diploma,1,single,no,0,0,local,ft,9,3,1,yes,regularemp,inventory,good,good,no,no,4,iraqi,permanent,10,0,none,yes,yes,yes
101,m,26-33,bachelor,2,married,yes,0,0,not-local,ft,9,3,3,yes,manager,inventory,excellent,excellent,no,yes,1,iraqi,permanent,2,0,none,yes,yes,yes
268,m,50yearsabove,bachelor,2,married,no,4,19,local,ft,9,2,1,yes,manager,marketing,excellent,good,no,no,4,iraqi,permanent,4,0,none,no,yes,yes
45,f,26-33,bachelor,2,single,no,0,0,local,ft,8,2,2,yes,regularemp,sales,none,excellent,no,yes,4,iraqi,fixedtermcontract,15,0,none,no,yes,yes
46,f,26-33,undergraduate,2,divorced,no,0,0,local,ft,8,2,1,yes,regularemp,sales,none,excellent,no,yes,4,iraqi,fixedtermcontract,15,0,none,no,yes,yes
259,f,18-25,bachelor,2,single,no,0,0,local,ft,8,3,0,yes,supervisor,marketing,good,good,no,yes,4,iraqi,permanent,3,0,none,no,yes,yes
273,m,50yearsabove,bachelor,2,married,no,0,0,local,ft,8,2,1,yes,manager,marketing,good,good,no,yes,4,iraqi,permanent,3,0,none,no,yes,yes
296,f,18-25,bachelor,3,single,no,0,0,local,ft,9,2,2,yes,leademp,finishedgoodswarehouse,excellent,good,no,yes,2,iraqi,permanent,2,0,none,no,yes,yes
298,m,34-41,undergraduate,3,single,no,0,0,local,ft,9,2,0,no,manager,finishedgoodswarehouse,excellent,excellent,no,yes,4,iraqi,fixedtermcontract,3,0,none,no,yes,yes
327,f,34-41,bachelor,1,married,yes,2,7,local,ft,10,2,1,yes,supervisor,corporateservices,good,good,no,yes,2,iraqi,permanent,12,0,none,no,yes,yes
54,m,26-33,undergraduate,2,married,no,1,4,local,ft,8,2,2,yes,regularemp,others,none,good,yes,yes,4,iraqi,permanent,33,0,none,no,yes,yes
252,f,42-49,bachelor,1,married,yes,2,26,local,ft,8,2,1,yes,regularemp,preprocessing,good,good,no,no,4,iraqi,permanent,4,0,none,yes,yes,yes
241,m,42-49,bachelor,4,married,yes,3,14,local,ft,8,2,1,yes,leademp,preprocessing,good,good,no,yes,4,iraqi,permanent,3,0,none,no,yes,yes
87,m,34-41,diploma,4,married,no,3,8,local,ft,8,3,1,yes,leademp,marketing,good,excellent,yes,yes,2,iraqi,permanent,33,0,none,yes,yes,yes
309,f,18-25,bachelor,2,single,no,0,0,local,ft,9,2,2,yes,manager,finishedgoodswarehouse,good,excellent,no,yes,2,iraqi,permanent,4,0,none,yes,yes,yes
46,f,26-33,undergraduate,2,divorced,no,0,0,local,ft,8,2,1,yes,regularemp,sales,none,excellent,no,yes,4,iraqi,fixedtermcontract,33,0,none,no,yes,yes
268,m,50yearsabove,bachelor,2,married,no,4,19,local,ft,9,2,1,yes,manager,marketing,excellent,good,no,no,4,iraqi,permanent,4,0,none,no,yes,yes
35,m,34-41,undergraduate,2,married,no,3,5,local,ft,8,2,1,yes,regularemp,financial,none,good,no,yes,4,iraqi,permanent,2,0,none,yes,yes,yes
257,m,50yearsabove,bachelor,2,married,yes,5,22,local,ft,8,2,3,yes,supervisor,preprocessing,good,excellent,no,yes,4,iraqi,permanent,4,0,none,no,yes,yes
248,f,42-49,diploma,4,married,yes,2,10,local,ft,8,2,3,yes,leademp,preprocessing,good,good,no,yes,4,iraqi,temporary,2,0,none,yes,yes,yes
278,f,50yearsabove,bachelor,2,married,yes,0,0,local,ft,8,2,1,yes,leademp,manufacturingmanagement,excellent,good,no,yes,4,iraqi,fixedtermcontract,8,0,none,no,yes,yes
33,m,26-33,bachelor,3,married,no,1.62465,2388.789916,local,ft,8,2,1,yes,regularemp,sales,good,excellent,no,yes,4,iraqi,fixedtermcontract,4,0,none,yes,yes,yes
340,m,34-41,bachelor,4,single,no,0,0,local,ft,10,2,0,no,supervisor,IT,excellent,excellent,yes,yes,1,iraqi,permanent,5,0,none,yes,yes,yes
243,m,34-41,bachelor,1,single,no,0,0,not-local,ft,8,2,1,yes,regularemp,preprocessing,good,excellent,no,yes,1,iraqi,permanent,3,0,none,no,yes,yes
137,f,26-33,diploma,1,single,no,0,0,local,ft,9,3,1,yes,regularemp,inventory,good,good,no,no,4,iraqi,permanent,33,0,none,yes,yes,yes
243,m,34-41,bachelor,1,single,no,0,0,not-local,ft,8,2,1,yes,regularemp,preprocessing,good,excellent,no,yes,1,iraqi,permanent,3,0,none,no,yes,yes
318,f,42-49,bachelor,1,married,yes,4,21,local,ft,9,2,2,yes,regularemp,others,good,excellent,no,yes,1,iraqi,permanent,3,0,none,yes,yes,yes
335,m,26-33,bachelor,1,married,yes,2,6,local,ft,8,2,1,yes,regularemp,humanresource,good,good,no,yes,4,iraqi,permanent,7,0,none,no,yes,yes
262,f,42-49,bachelor,3,married,yes,3,17,local,ft,8,2,2,yes,regularemp,marketing,good,good,no,yes,4,iraqi,permanent,2,0,none,yes,yes,yes
89,f,26-33,bachelor,3,married,yes,1,0,local,ft,8,3,1,yes,regularemp,sales,good,excellent,no,yes,4,iraqi,permanent,33,0,none,yes,yes,yes
326,f,50yearsabove,bachelor,1,married,no,5,22,local,ft,8,2,1,yes,regularemp,corporateservices,good,excellent,no,yes,4,iraqi,permanent,6,0,none,no,yes,yes
49,m,26-33,bachelor,4,single,no,0,0,local,ft,8,2,2,yes,supervisor,others,excellent,bad,yes,yes,4,iraqi,fixedtermcontract,2,0,none,yes,yes,yes
21,m,34-41,bachelor,3,married,yes,3,10,local,ft,9,2,3,yes,manager,sales,excellent,good,no,yes,4,iraqi,permanent,15,0,none,yes,no,yes
309,f,18-25,bachelor,2,single,no,0,0,local,ft,9,2,2,yes,manager,finishedgoodswarehouse,good,excellent,no,yes,2,iraqi,permanent,4,0,none,yes,yes,yes
296,f,18-25,bachelor,3,single,no,0,0,local,ft,9,2,2,yes,leademp,finishedgoodswarehouse,excellent,good,no,yes,2,iraqi,permanent,2,0,none,no,yes,yes
38,m,34-41,bachelor,4,married,no,4,5,local,ft,8,4,2,no,manager,others,excellent,excellent,no,yes,4,iraqi,permanent,4,0,none,yes,yes,yes
32,m,26-33,bachelor,2,married,no,1.62465,2388.789916,local,ft,8,1,3,yes,supervisor,sales,good,excellent,no,yes,4,iraqi,fixedtermcontract,3,0,none,yes,yes,yes
321,m,34-41,bachelor,1,single,no,0,0,local,ft,8,2,1,no,regularemp,corporateservices,good,good,no,no,1,iraqi,permanent,9,0,none,no,yes,yes
37,m,34-41,diploma,2,single,no,0,0,local,ft,8,11,2,no,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,4,0,none,yes,yes,yes
102,m,26-33,bachelor,1,married,yes,1,4,local,ft,9,2,2,yes,regularemp,inventory,good,good,no,no,4,iraqi,permanent,3,0,none,yes,yes,yes
36,m,42-49,bachelor,3,married,no,0,0,local,ft,8,3,2,yes,supervisor,humanresource,good,excellent,no,yes,4,iraqi,permanent,3,0,none,yes,yes,yes
242,m,42-49,master,2,married,no,1,17,local,ft,8,2,2,yes,regularemp,preprocessing,good,excellent,no,yes,4,iraqi,permanent,7,0,none,no,yes,yes
204,m,42-49,bachelor,3,married,no,3,15,not-local,ft,8,2,0,yes,manager,others,excellent,excellent,no,yes,2,iraqi,permanent,0,0,PoorPerformance,no,no,no
211,m,50yearsabove,undergraduate,1,married,yes,1,23,local,ft,9,2,1,no,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,PersonalReasons,no,no,no
169,m,42-49,bachelor,1,married,no,5,27,local,ft,9,2,0,yes,supervisor,others,good,excellent,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
180,f,50yearsabove,diploma,1,married,no,4,17,local,ft,8,2,1,yes,regularemp,others,good,excellent,no,yes,1,iraqi,permanent,0,0,Pay,no,no,no
128,m,26-33,bachelor,2,married,yes,0,0,local,ft,9,2,1,yes,leademp,others,good,good,no,no,4,iraqi,permanent,0,6,none,yes,yes,no
213,m,42-49,diploma,4,single,no,0,0,local,ft,8,2,1,no,regularemp,others,good,good,no,yes,4,iraqi,permanent,0,0,EmployeeRelocation,yes,yes,no
144,f,50yearsabove,bachelor,3,married,no,4,25,local,ft,8,3,0,yes,manager,others,good,excellent,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
198,m,34-41,bachelor,4,married,no,4,23,local,ft,8,2,3,yes,regularemp,others,good,excellent,no,yes,2,iraqi,permanent,0,0,Retirement-Normal,yes,yes,no
220,m,26-33,undergraduate,3,married,no,3,8,local,ft,10,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
55,f,42-49,undergraduate,2,single,no,0,0,local,ft,8,2,2,yes,regularemp,humanresource,none,good,no,yes,4,iraqi,permanent,33,0,none,yes,yes,no
161,f,26-33,bachelor,2,married,no,0,0,local,ft,8,2,1,yes,regularemp,marketing,good,good,no,no,1,iraqi,permanent,0,0,Retirement-Early,yes,yes,no
201,f,26-33,undergraduate,4,single,no,0,0,local,ft,8,2,1,yes,supervisor,others,good,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,no,yes,no
158,m,26-33,bachelor,2,married,no,2,5,local,ft,8,2,1,yes,manager,preprocessing,good,good,no,yes,2,iraqi,permanent,0,0,PoorPerformance,no,no,no
175,m,50yearsabove,bachelor,1,married,yes,5,29,local,ft,8,2,2,yes,manager,others,good,good,yes,yes,4,iraqi,permanent,0,0,Pay,no,yes,no
208,m,42-49,bachelor,2,married,yes,4,15,local,ft,9,2,0,yes,leademp,others,none,good,no,yes,4,iraqi,permanent,0,0,WorkConditions/Requirement,yes,yes,no
220,m,26-33,undergraduate,3,married,no,3,8,local,ft,10,2,1,yes,leademp,others,good,good,no,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
139,f,26-33,bachelor,3,married,yes,2,5,local,ft,8,3,3,no,leademp,others,good,excellent,no,no,1,iraqi,permanent,33,0,AcceptedNewJob,yes,yes,no
192,m,26-33,bachelor,4,married,yes,2,2,local,ft,10,1,3,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Pay,yes,yes,no
171,m,34-41,bachelor,1,married,yes,3,18,not-local,ft,8,2,1,yes,regularemp,others,good,excellent,no,yes,2,iraqi,permanent,0,0,Pay,no,no,no
120,f,26-33,bachelor,2,married,no,0,0,local,ft,9,2,1,yes,regularemp,inventory,good,excellent,no,no,4,iraqi,permanent,33,0,JobAbandonment,no,yes,no
206,m,50yearsabove,diploma,2,married,no,5,19,local,ft,10,1,1,yes,manager,others,excellent,good,yes,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
228,m,50yearsabove,bachelor,1,married,yes,5,23,local,ft,9,2,1,yes,regularemp,Accounting,good,excellent,no,no,4,iraqi,permanent,0,0,Retirement-Early,yes,yes,no
170,m,34-41,bachelor,1,single,no,0,0,local,ft,9,2,1,yes,regularemp,others,excellent,excellent,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
203,m,42-49,bachelor,4,married,no,3,23,local,ft,8,1,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
205,m,50yearsabove,bachelor,3,married,yes,4,21,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Deceased,no,no,no
48,m,34-41,bachelor,3,married,no,3,6,local,ft,8,2,2,yes,regularemp,sales,good,excellent,no,yes,4,iraqi,fixedtermcontract,33,0,none,yes,no,no
208,m,42-49,bachelor,2,married,yes,4,15,local,ft,9,2,0,yes,leademp,others,none,good,no,yes,4,iraqi,permanent,0,0,WorkConditions/Requirement,yes,yes,no
123,m,26-33,bachelor,2,married,no,0,0,not-local,ft,9,2,1,yes,leademp,others,excellent,good,no,no,2,iraqi,temporary,33,0,none,yes,yes,no
191,m,34-41,bachelor,4,single,no,0,0,local,ft,8,2,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
211,m,50yearsabove,undergraduate,1,married,yes,1,23,local,ft,9,2,1,no,regularemp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,PersonalReasons,no,no,no
59,m,42-49,diploma,4,married,no,3,17,local,ft,8,3,2,no,supervisor,others,good,excellent,no,yes,4,iraqi,permanent,33,0,none,yes,yes,no
194,m,50yearsabove,bachelor,4,married,no,5,22,not-local,ft,9,1,2,yes,regularemp,others,good,excellent,no,yes,4,iraqi,fixedtermcontract,0,0,AcceptedNewJob,yes,yes,no
215,m,42-49,bachelor,4,single,no,0,0,local,ft,8,2,1,yes,regularemp,others,good,excellent,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
77,f,18-25,diploma,1,single,no,0,0,local,ft,6,2,1,yes,regularemp,marketing,good,good,no,yes,2,iraqi,permanent,33,0,none,yes,no,no
205,m,50yearsabove,bachelor,3,married,yes,4,21,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Deceased,no,no,no
203,m,42-49,bachelor,4,married,no,3,23,local,ft,8,1,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
203,m,42-49,bachelor,4,married,no,3,23,local,ft,8,1,2,yes,regularemp,others,excellent,good,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
65,m,26-33,bachelor,3,married,no,0,0,local,ft,8,3,2,yes,leademp,IT,excellent,excellent,no,yes,4,iraqi,permanent,33,0.089595,none,yes,no,no
216,m,34-41,bachelor,4,married,yes,2,21,local,ft,8,1,1,yes,regularemp,others,good,good,no,no,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
227,m,34-41,bachelor,4,married,no,4,9,local,ft,8,2,1,yes,manager,others,excellent,good,no,yes,1,iraqi,permanent,0,0,PoorPerformance,no,no,no
85,m,18-25,diploma,2,married,no,0,0,local,ft,8,2,1,yes,regularemp,marketing,good,excellent,no,no,2,iraqi,permanent,33,0.089595,none,yes,yes,no
65,m,26-33,bachelor,3,married,no,0,0,local,ft,8,3,2,yes,leademp,IT,excellent,excellent,no,yes,4,iraqi,permanent,33,0.089595,none,yes,no,no
196,m,34-41,diploma,4,married,yes,3,19,local,ft,8,2,2,yes,supervisor,others,excellent,excellent,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
182,f,26-33,bachelor,1,married,no,2,8,local,ft,8,2,2,yes,regularemp,others,good,good,no,yes,4,iraqi,temporary,0,0,CareerChange,yes,yes,no
184,m,50yearsabove,bachelor,1,married,no,5,22,local,ft,8,2,1,yes,regularemp,others,good,excellent,no,yes,1,iraqi,permanent,0,0,AcceptedNewJob,no,no,no
167,m,50yearsabove,diploma,2,married,no,4,30,local,ft,9,2,2,yes,regularemp,marketing,excellent,excellent,no,yes,4,iraqi,permanent,0,0,Pay,yes,yes,no
122,m,26-33,diploma,1,married,no,1,2,not-local,pt,8,2,1,yes,supervisor,others,good,excellent,no,yes,4,iraqi,fixedtermcontract,33,0,PoorAttendance,no,yes,no
65,m,26-33,bachelor,3,married,no,0,0,local,ft,8,3,2,yes,leademp,IT,excellent,excellent,no,yes,4,iraqi,permanent,33,0.089595,none,yes,no,no
215,m,42-49,bachelor,4,single,no,0,0,local,ft,8,2,1,yes,regularemp,others,good,excellent,no,no,4,iraqi,permanent,0,0,PoorAttendance,no,no,no
205,m,50yearsabove,bachelor,3,married,yes,4,21,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,2,iraqi,permanent,0,0,Deceased,no,no,no
25,m,26-33,bachelor,4,married,no,1,1,local,ft,8,2,1,no,supervisor,others,excellent,excellent,no,no,4,iraqi,fixedtermcontract,33,0.089595,PoorPerformance,no,no,no
80,f,18-25,bachelor,3,married,yes,0,0,local,ft,8,2,1,no,leademp,sales,good,excellent,no,no,2,iraqi,permanent,0,0,none,yes,no,no
193,f,42-49,bachelor,4,married,no,4,17,local,ft,9,2,2,no,regularemp,others,good,excellent,no,yes,2,iraqi,fixedtermcontract,0,0,ResignedinLieuofTermination,no,no,no
199,m,50yearsabove,bachelor,4,married,no,4,23,local,ft,8,1,1,yes,manager,others,excellent,excellent,no,yes,4,others,permanent,0,0,PersonalReasons,yes,yes,no
193,f,42-49,bachelor,4,married,no,4,17,local,ft,9,2,2,no,regularemp,others,good,excellent,no,yes,2,iraqi,fixedtermcontract,0,0,ResignedinLieuofTermination,no,no,no
83,m,26-33,master,3,married,no,0,0,local,ft,8,2,1,yes,leademp,financial,good,good,yes,yes,2,iraqi,permanent,33,0.089595,none,yes,yes,no
65,m,26-33,bachelor,3,married,no,0,0,local,ft,8,3,2,yes,leademp,IT,excellent,excellent,no,yes,4,iraqi,permanent,33,0.089595,none,yes,no,no
160,m,26-33,bachelor,2,single,no,0,0,not-local,ft,8,2,1,yes,regularemp,marketing,excellent,good,no,no,4,iraqi,permanent,0,0,CareerChange,yes,yes,no
127,m,26-33,bachelor,1,single,no,0,0,not-local,ft,8,2,2,no,supervisor,IT,excellent,good,yes,yes,4,iraqi,permanent,0,3,none,yes,yes,no
107,m,34-41,bachelor,1,single,no,0,0,local,ft,9,2,3,yes,supervisor,humanresource,good,good,yes,no,4,iraqi,permanent,0,3,AcceptedNewJob,yes,yes,no
156,m,18-25,bachelor,2,single,no,0,0,local,ft,8,1,1,yes,leademp,preprocessing,good,good,no,yes,4,iraqi,permanent,0,0,JobDissatisfaction,no,no,no
56,m,42-49,diploma,2,married,no,4,25,local,ft,8,2,2,yes,regularemp,services,good,good,yes,yes,4,iraqi,permanent,33,0,none,yes,yes,no
126,f,18-25,bachelor,3,married,yes,0,0,local,ft,9,2,1,yes,regularemp,others,good,good,no,yes,4,iraqi,fixedtermcontract,0,3,none,yes,yes,no
148,m,26-33,master,3,single,no,0,0,local,ft,10,2,0,yes,regularemp,others,good,good,no,yes,4,iraqi,temporary,0,0,AcceptedNewJob,yes,yes,no
105,m,26-33,bachelor,2,married,yes,1,2,local,ft,9,2,2,yes,supervisor,financial,excellent,excellent,no,yes,4,iraqi,permanent,3,0,none,yes,yes,no
119,m,50yearsabove,bachelor,4,married,yes,3,25,local,ft,9,2,0,no,manager,inventory,good,excellent,no,no,4,iraqi,permanent,33,0,AcceptedNewJob,no,yes,no
224,m,50yearsabove,bachelor,2,married,no,5,17,local,ft,10,2,3,yes,leademp,others,good,excellent,no,yes,4,iraqi,permanent,0,0,AcceptedNewJob,yes,yes,no
79,m,26-33,undergraduate,3,married,no,0,0,local,ft,8,2,1,yes,regularemp,financial,good,good,no,no,2,iraqi,temporary,0,0,none,yes,no,no
185,m,42-49,bachelor,1,married,yes,3,12,local,ft,8,2,1,no,regularemp,others,excellent,good,no,yes,4,iraqi,fixedtermcontract,0,0,JobAbandonment,no,no,no
29,m,26-33,diploma,1,married,no,1.62465,2388.789916,local,ft,8,2,1,yes,regularemp,marketing,good,good,yes,yes,4,iraqi,fixedtermcontract,33,0.089595,PoorAttendance,no,no,no
127,m,26-33,bachelor,1,single,no,0,0,not-local,ft,8,2,2,no,supervisor,IT,excellent,good,yes,yes,4,iraqi,permanent,0,3,none,yes,yes,no
123,m,26-33,bachelor,2,married,no,0,0,not-local,ft,9,2,1,yes,leademp,others,excellent,good,no,no,2,iraqi,temporary,18,0,none,yes,yes,no
176,m,50yearsabove,bachelor,1,married,no,6,27,local,ft,8,2,1,yes,regularemp,others,good,good,yes,yes,4,iraqi,permanent,0,0,ResignedinlieuofTerm,no,no,no
85,m,18-25,diploma,2,married,no,0,0,local,ft,8,2,1,yes,regularemp,marketing,good,excellent,no,no,2,iraqi,permanent,18,0.089595,none,yes,yes,no
